Estado,Genero,Edad,cod_depto,nombre,cod_muni,municipio,Anio
Traslado,MASCULINO,28,1,Guatemala,1,Ciudad de Guatemala,2010
Activo,MASCULINO,31,1,Guatemala,64,Villa Nueva,2013
Activo,MASCULINO,27,1,Guatemala,1,Ciudad de Guatemala,2010
Traslado,MASCULINO,30,9,Quetzaltenango,2,Salcaja,2011
Activo,MASCULINO,28,17,Peten,1,Flores,2010
Traslado,MASCULINO,29,1,Guatemala,1,Ciudad de Guatemala,2013
Activo,MASCULINO,36,1,Guatemala,1,Ciudad de Guatemala,2010
Activo,MASCULINO,26,1,Guatemala,64,Villa Nueva,2010
Activo,MASCULINO,33,1,Guatemala,57,Mixco,2010
Activo,MASCULINO,26,1,Guatemala,1,Ciudad de Guatemala,2010
Activo,MASCULINO,27,1,Guatemala,1,Ciudad de Guatemala,2010
Traslado,MASCULINO,26,1,Guatemala,64,Villa Nueva,2010
Activo,MASCULINO,26,1,Guatemala,57,Mixco,2010
Traslado,MASCULINO,28,1,Guatemala,1,Ciudad de Guatemala,2010
Traslado,MASCULINO,27,1,Guatemala,57,Mixco,2010
Activo,FEMENINO,32,1,Guatemala,1,Ciudad de Guatemala,2010
Traslado,MASCULINO,28,1,Guatemala,51,Santa Catarina Pinula,2010
Traslado,MASCULINO,27,1,Guatemala,57,Mixco,2010
Traslado,MASCULINO,32,1,Guatemala,57,Mixco,2010
Activo,MASCULINO,30,1,Guatemala,1,Ciudad de Guatemala,2013
Traslado,MASCULINO,29,1,Guatemala,57,Mixco,2010
Activo,MASCULINO,29,3,Sacatepequez,10,Magdalena Milpas Altas,2013
Activo,MASCULINO,27,1,Guatemala,51,Santa Catarina Pinula,2010
Activo,MASCULINO,27,1,Guatemala,51,Santa Catarina Pinula,2010
Traslado,FEMENINO,27,1,Guatemala,63,Amatitlan,2010
Activo,MASCULINO,29,1,Guatemala,1,Ciudad de Guatemala,2010
Traslado,MASCULINO,28,4,Chimaltenango,13,San Andres Itzapa,2010
Activo,MASCULINO,32,1,Guatemala,58,San Pedro Sacatepequez,2010
Traslado,MASCULINO,26,6,Santa Rosa,1,Cuilapa,2010
Activo,MASCULINO,29,1,Guatemala,1,Ciudad de Guatemala,2010
Traslado,FEMENINO,34,18,Izabal,1,Puerto Barrios,2010
Traslado,MASCULINO,32,1,Guatemala,57,Mixco,2012
Traslado,MASCULINO,28,1,Guatemala,57,Mixco,2010
Traslado,MASCULINO,27,17,Peten,1,Flores,2010
Activo,MASCULINO,29,1,Guatemala,1,Ciudad de Guatemala,2010
Activo,MASCULINO,27,1,Guatemala,1,Ciudad de Guatemala,2010
Traslado,MASCULINO,27,1,Guatemala,1,Ciudad de Guatemala,2010
Traslado,MASCULINO,25,3,Sacatepequez,1,Antigua Guatemala,2010
Traslado,MASCULINO,25,7,Solola,1,Solola,2010
Traslado,MASCULINO,31,3,Sacatepequez,12,Ciudad Vieja,2015
Activo,MASCULINO,27,1,Guatemala,66,San Miguel Petapa,2010
Traslado,MASCULINO,31,1,Guatemala,57,Mixco,2010
Activo,MASCULINO,27,1,Guatemala,64,Villa Nueva,2010
Traslado,MASCULINO,28,1,Guatemala,1,Ciudad de Guatemala,2010
Traslado,MASCULINO,29,1,Guatemala,58,San Pedro Sacatepequez,2010
Traslado,FEMENINO,26,1,Guatemala,57,Mixco,2010
Traslado,FEMENINO,27,1,Guatemala,1,Ciudad de Guatemala,2010
Activo,MASCULINO,26,1,Guatemala,55,Chinautla,2010
Activo,MASCULINO,33,1,Guatemala,57,Mixco,2012
Traslado,MASCULINO,32,1,Guatemala,1,Ciudad de Guatemala,2010
Activo,MASCULINO,27,1,Guatemala,57,Mixco,2010
Activo,MASCULINO,28,1,Guatemala,1,Ciudad de Guatemala,2010
Activo,FEMENINO,27,3,Sacatepequez,6,Santiago Sacatepequez,2010
Activo,MASCULINO,28,1,Guatemala,1,Ciudad de Guatemala,2010
Traslado,MASCULINO,28,4,Chimaltenango,1,Chimaltenango,2010
Traslado,MASCULINO,26,1,Guatemala,51,Santa Catarina Pinula,2010
Traslado,MASCULINO,29,1,Guatemala,64,Villa Nueva,2010
Activo,MASCULINO,27,1,Guatemala,1,Ciudad de Guatemala,2010
Activo,MASCULINO,27,1,Guatemala,1,Ciudad de Guatemala,2010
Traslado,MASCULINO,30,12,San Marcos,16,Catarina,2010
Traslado,MASCULINO,26,1,Guatemala,1,Ciudad de Guatemala,2010
Traslado,MASCULINO,26,1,Guatemala,64,Villa Nueva,2010
Traslado,MASCULINO,25,1,Guatemala,1,Ciudad de Guatemala,2010
Traslado,MASCULINO,27,1,Guatemala,1,Ciudad de Guatemala,2010
Traslado,MASCULINO,26,1,Guatemala,1,Ciudad de Guatemala,2010
Traslado,FEMENINO,27,1,Guatemala,1,Ciudad de Guatemala,2010
Activo,MASCULINO,29,1,Guatemala,1,Ciudad de Guatemala,2014
Activo,MASCULINO,29,1,Guatemala,66,San Miguel Petapa,2011
Traslado,FEMENINO,36,1,Guatemala,1,Ciudad de Guatemala,2019
Traslado,MASCULINO,30,1,Guatemala,57,Mixco,2013
Traslado,MASCULINO,28,4,Chimaltenango,1,Chimaltenango,2010
Activo,MASCULINO,28,1,Guatemala,54,Palencia,2010
Activo,MASCULINO,26,1,Guatemala,1,Ciudad de Guatemala,2010
Activo,MASCULINO,27,1,Guatemala,1,Ciudad de Guatemala,2010
Activo,MASCULINO,27,1,Guatemala,1,Ciudad de Guatemala,2010
Traslado,MASCULINO,28,1,Guatemala,1,Ciudad de Guatemala,2010
Activo,MASCULINO,33,1,Guatemala,1,Ciudad de Guatemala,2017
Traslado,MASCULINO,28,1,Guatemala,1,Ciudad de Guatemala,2010
Activo,MASCULINO,26,1,Guatemala,64,Villa Nueva,2010
Traslado,MASCULINO,30,1,Guatemala,57,Mixco,2013
Traslado,FEMENINO,30,1,Guatemala,51,Santa Catarina Pinula,2012
Activo,MASCULINO,36,1,Guatemala,1,Ciudad de Guatemala,2010
Traslado,MASCULINO,31,1,Guatemala,1,Ciudad de Guatemala,2010
Activo,MASCULINO,35,3,Sacatepequez,9,Santa Lucía Milpas Altas,2013
Traslado,FEMENINO,33,1,Guatemala,52,San Jose Pinula,2018
Activo,FEMENINO,28,1,Guatemala,1,Ciudad de Guatemala,2010
Traslado,MASCULINO,27,1,Guatemala,1,Ciudad de Guatemala,2010
Traslado,MASCULINO,34,1,Guatemala,1,Ciudad de Guatemala,2016
Activo,MASCULINO,31,1,Guatemala,1,Ciudad de Guatemala,2010
Traslado,MASCULINO,27,1,Guatemala,1,Ciudad de Guatemala,2010
Traslado,MASCULINO,31,1,Guatemala,1,Ciudad de Guatemala,2014
Traslado,MASCULINO,25,1,Guatemala,64,Villa Nueva,2010
Activo,MASCULINO,28,1,Guatemala,63,Amatitlan,2010
Activo,MASCULINO,26,1,Guatemala,57,Mixco,2010
Activo,MASCULINO,27,1,Guatemala,64,Villa Nueva,2010
Activo,MASCULINO,33,1,Guatemala,64,Villa Nueva,2010
Activo,MASCULINO,29,3,Sacatepequez,6,Santiago Sacatepequez,2010
Activo,MASCULINO,25,1,Guatemala,64,Villa Nueva,2010
Activo,MASCULINO,26,1,Guatemala,1,Ciudad de Guatemala,2010
Activo,MASCULINO,30,1,Guatemala,64,Villa Nueva,2010
Activo,MASCULINO,28,1,Guatemala,1,Ciudad de Guatemala,2013
Activo,MASCULINO,26,1,Guatemala,1,Ciudad de Guatemala,2010
Traslado,FEMENINO,28,4,Chimaltenango,1,Chimaltenango,2010
Activo,MASCULINO,26,1,Guatemala,1,Ciudad de Guatemala,2010
Activo,MASCULINO,25,1,Guatemala,1,Ciudad de Guatemala,2010
Activo,MASCULINO,28,1,Guatemala,1,Ciudad de Guatemala,2010
Activo,MASCULINO,26,1,Guatemala,1,Ciudad de Guatemala,2010
Activo,FEMENINO,24,1,Guatemala,1,Ciudad de Guatemala,2010
Traslado,MASCULINO,27,1,Guatemala,1,Ciudad de Guatemala,2010
Activo,MASCULINO,25,1,Guatemala,1,Ciudad de Guatemala,2010
Traslado,MASCULINO,27,1,Guatemala,57,Mixco,2010
Traslado,FEMENINO,32,1,Guatemala,1,Ciudad de Guatemala,2014
Traslado,MASCULINO,29,1,Guatemala,1,Ciudad de Guatemala,2013
Traslado,MASCULINO,26,1,Guatemala,62,Fraijanes,2010
Activo,MASCULINO,27,1,Guatemala,1,Ciudad de Guatemala,2010
Activo,MASCULINO,26,1,Guatemala,1,Ciudad de Guatemala,2010
Traslado,MASCULINO,28,1,Guatemala,55,Chinautla,2010
Traslado,MASCULINO,25,1,Guatemala,1,Ciudad de Guatemala,2010
Activo,MASCULINO,25,22,Jutiapa,5,Asuncion Mita,2010
Activo,MASCULINO,29,1,Guatemala,64,Villa Nueva,2010
Activo,MASCULINO,25,1,Guatemala,55,Chinautla,2010
Traslado,MASCULINO,27,1,Guatemala,57,Mixco,2010
Traslado,MASCULINO,26,1,Guatemala,57,Mixco,2010
Activo,MASCULINO,25,1,Guatemala,1,Ciudad de Guatemala,2010
Activo,MASCULINO,29,1,Guatemala,1,Ciudad de Guatemala,2010
Activo,FEMENINO,25,1,Guatemala,1,Ciudad de Guatemala,2010
Traslado,MASCULINO,24,1,Guatemala,1,Ciudad de Guatemala,2010
Traslado,MASCULINO,25,5,Escuintla,2,Santa Lucía Cotzumalguapa,2010
Traslado,MASCULINO,26,1,Guatemala,51,Santa Catarina Pinula,2010
Activo,MASCULINO,32,1,Guatemala,1,Ciudad de Guatemala,2010
Traslado,MASCULINO,37,1,Guatemala,1,Ciudad de Guatemala,2014
Traslado,FEMENINO,25,1,Guatemala,57,Mixco,2010
Activo,FEMENINO,26,1,Guatemala,57,Mixco,2010
Traslado,MASCULINO,26,1,Guatemala,63,Amatitlan,2010
Activo,MASCULINO,27,1,Guatemala,1,Ciudad de Guatemala,2010
Activo,MASCULINO,28,1,Guatemala,63,Amatitlan,2011
Traslado,MASCULINO,28,1,Guatemala,55,Chinautla,2012
Traslado,MASCULINO,29,14,El Quiche,1,Santa Cruz del Quiche,2010
Activo,MASCULINO,28,1,Guatemala,1,Ciudad de Guatemala,2010
Traslado,FEMENINO,28,1,Guatemala,1,Ciudad de Guatemala,2010
Traslado,MASCULINO,29,22,Jutiapa,5,Asuncion Mita,2010
Traslado,MASCULINO,27,1,Guatemala,55,Chinautla,2010
Traslado,MASCULINO,27,9,Quetzaltenango,1,Quetzaltenango,2010
Activo,MASCULINO,30,1,Guatemala,1,Ciudad de Guatemala,2012
Activo,MASCULINO,26,1,Guatemala,1,Ciudad de Guatemala,2010
Traslado,MASCULINO,26,1,Guatemala,57,Mixco,2010
Activo,MASCULINO,24,1,Guatemala,64,Villa Nueva,2010
Activo,MASCULINO,27,1,Guatemala,66,San Miguel Petapa,2010
Activo,MASCULINO,27,1,Guatemala,1,Ciudad de Guatemala,2010
Activo,MASCULINO,27,1,Guatemala,65,Villa Canales,2010
Activo,MASCULINO,25,1,Guatemala,1,Ciudad de Guatemala,2010
Traslado,MASCULINO,28,1,Guatemala,57,Mixco,2010
Traslado,FEMENINO,26,1,Guatemala,1,Ciudad de Guatemala,2010
Activo,MASCULINO,26,1,Guatemala,64,Villa Nueva,2010
Activo,MASCULINO,28,1,Guatemala,66,San Miguel Petapa,2010
Traslado,MASCULINO,26,1,Guatemala,57,Mixco,2010
Traslado,MASCULINO,28,1,Guatemala,65,Villa Canales,2010
Activo,MASCULINO,26,7,Solola,1,Solola,2010
Activo,MASCULINO,28,1,Guatemala,1,Ciudad de Guatemala,2010
Activo,MASCULINO,28,1,Guatemala,63,Amatitlan,2010
Traslado,MASCULINO,28,1,Guatemala,57,Mixco,2011
Traslado,MASCULINO,26,1,Guatemala,1,Ciudad de Guatemala,2010
Activo,MASCULINO,28,4,Chimaltenango,1,Chimaltenango,2010
Activo,MASCULINO,30,1,Guatemala,64,Villa Nueva,2011
Activo,FEMENINO,26,1,Guatemala,66,San Miguel Petapa,2010
Activo,MASCULINO,25,1,Guatemala,66,San Miguel Petapa,2010
Activo,FEMENINO,27,1,Guatemala,64,Villa Nueva,2010
Traslado,MASCULINO,27,20,Chiquimula,1,Chiquimula,2011
Activo,MASCULINO,25,1,Guatemala,1,Ciudad de Guatemala,2010
Activo,MASCULINO,25,1,Guatemala,63,Amatitlan,2011
Traslado,MASCULINO,26,1,Guatemala,1,Ciudad de Guatemala,2010
Activo,MASCULINO,26,3,Sacatepequez,7,San Bartolome Milpas Altas,2010
Activo,MASCULINO,29,1,Guatemala,1,Ciudad de Guatemala,2010
Activo,MASCULINO,27,1,Guatemala,1,Ciudad de Guatemala,2011
Activo,MASCULINO,31,1,Guatemala,66,San Miguel Petapa,2016
Activo,MASCULINO,26,1,Guatemala,51,Santa Catarina Pinula,2010
Traslado,MASCULINO,25,1,Guatemala,57,Mixco,2010
Traslado,MASCULINO,30,1,Guatemala,64,Villa Nueva,2010
Traslado,MASCULINO,24,1,Guatemala,1,Ciudad de Guatemala,2010
Traslado,MASCULINO,26,4,Chimaltenango,1,Chimaltenango,2010
Activo,MASCULINO,26,1,Guatemala,55,Chinautla,2010
Activo,MASCULINO,25,1,Guatemala,65,Villa Canales,2010
Traslado,MASCULINO,30,1,Guatemala,57,Mixco,2010
Traslado,MASCULINO,26,1,Guatemala,57,Mixco,2010
Traslado,MASCULINO,26,1,Guatemala,55,Chinautla,2010
Activo,MASCULINO,27,1,Guatemala,1,Ciudad de Guatemala,2010
Activo,MASCULINO,26,1,Guatemala,1,Ciudad de Guatemala,2010
Traslado,FEMENINO,28,1,Guatemala,64,Villa Nueva,2010
Traslado,MASCULINO,27,1,Guatemala,1,Ciudad de Guatemala,2010
Traslado,MASCULINO,26,1,Guatemala,57,Mixco,2010
Activo,MASCULINO,35,1,Guatemala,63,Amatitlan,2014
Activo,MASCULINO,26,1,Guatemala,1,Ciudad de Guatemala,2010
Traslado,MASCULINO,28,1,Guatemala,57,Mixco,2010
Activo,MASCULINO,25,1,Guatemala,1,Ciudad de Guatemala,2010
Traslado,FEMENINO,25,1,Guatemala,57,Mixco,2010
Traslado,MASCULINO,26,1,Guatemala,63,Amatitlan,2010
Traslado,MASCULINO,31,1,Guatemala,1,Ciudad de Guatemala,2015
Traslado,MASCULINO,25,1,Guatemala,1,Ciudad de Guatemala,2010
Activo,MASCULINO,26,1,Guatemala,64,Villa Nueva,2010
Activo,MASCULINO,27,1,Guatemala,58,San Pedro Sacatepequez,2010
Activo,MASCULINO,26,1,Guatemala,1,Ciudad de Guatemala,2010
Activo,MASCULINO,31,1,Guatemala,57,Mixco,2010
Activo,MASCULINO,26,1,Guatemala,1,Ciudad de Guatemala,2010
Traslado,MASCULINO,24,11,Retalhuleu,4,San Martín Zapotitlan,2010
Traslado,MASCULINO,31,1,Guatemala,1,Ciudad de Guatemala,2014
Activo,MASCULINO,26,1,Guatemala,57,Mixco,2010
Activo,MASCULINO,26,1,Guatemala,1,Ciudad de Guatemala,2010
Traslado,MASCULINO,25,1,Guatemala,66,San Miguel Petapa,2010
Traslado,MASCULINO,27,1,Guatemala,57,Mixco,2010
Activo,MASCULINO,27,1,Guatemala,1,Ciudad de Guatemala,2010
Activo,MASCULINO,28,1,Guatemala,60,San Raymundo,2010
Activo,MASCULINO,25,1,Guatemala,1,Ciudad de Guatemala,2010
Traslado,MASCULINO,27,1,Guatemala,57,Mixco,2010
Activo,MASCULINO,30,1,Guatemala,57,Mixco,2010
Activo,FEMENINO,25,1,Guatemala,57,Mixco,2010
Traslado,MASCULINO,31,1,Guatemala,59,San Juan Sacatepequez,2015
Activo,MASCULINO,31,1,Guatemala,52,San Jose Pinula,2010
Traslado,FEMENINO,25,1,Guatemala,1,Ciudad de Guatemala,2010
Traslado,MASCULINO,26,1,Guatemala,1,Ciudad de Guatemala,2010
Activo,MASCULINO,36,1,Guatemala,64,Villa Nueva,2010
Activo,MASCULINO,27,1,Guatemala,57,Mixco,2010
Traslado,MASCULINO,27,1,Guatemala,64,Villa Nueva,2010
Activo,MASCULINO,25,1,Guatemala,65,Villa Canales,2010
Activo,FEMENINO,27,1,Guatemala,1,Ciudad de Guatemala,2010
Traslado,FEMENINO,26,1,Guatemala,1,Ciudad de Guatemala,2010
Activo,FEMENINO,26,1,Guatemala,59,San Juan Sacatepequez,2010
Traslado,MASCULINO,25,9,Quetzaltenango,20,Coatepeque,2010
Activo,MASCULINO,24,1,Guatemala,1,Ciudad de Guatemala,2010
Traslado,MASCULINO,27,1,Guatemala,57,Mixco,2010
Traslado,MASCULINO,26,1,Guatemala,1,Ciudad de Guatemala,2010
Traslado,MASCULINO,27,1,Guatemala,57,Mixco,2010
Activo,MASCULINO,25,1,Guatemala,1,Ciudad de Guatemala,2010
Traslado,FEMENINO,28,1,Guatemala,65,Villa Canales,2010
Activo,MASCULINO,28,1,Guatemala,1,Ciudad de Guatemala,2012
Activo,MASCULINO,26,3,Sacatepequez,15,San Antonio Aguas Calientes,2010
Traslado,MASCULINO,27,1,Guatemala,51,Santa Catarina Pinula,2010
Activo,FEMENINO,29,1,Guatemala,1,Ciudad de Guatemala,2010
Activo,MASCULINO,24,1,Guatemala,66,San Miguel Petapa,2010
Activo,MASCULINO,26,1,Guatemala,1,Ciudad de Guatemala,2010
Traslado,FEMENINO,25,1,Guatemala,64,Villa Nueva,2010
Activo,MASCULINO,27,1,Guatemala,1,Ciudad de Guatemala,2010
Activo,MASCULINO,26,4,Chimaltenango,4,Comalapa,2010
Traslado,MASCULINO,25,1,Guatemala,64,Villa Nueva,2010
Activo,FEMENINO,25,1,Guatemala,64,Villa Nueva,2010
Activo,MASCULINO,24,1,Guatemala,64,Villa Nueva,2010
Activo,MASCULINO,27,1,Guatemala,57,Mixco,2010
Traslado,MASCULINO,28,1,Guatemala,64,Villa Nueva,2010
Traslado,MASCULINO,31,1,Guatemala,57,Mixco,2016
Traslado,MASCULINO,28,1,Guatemala,1,Ciudad de Guatemala,2012
Activo,MASCULINO,28,1,Guatemala,1,Ciudad de Guatemala,2010
Activo,MASCULINO,27,1,Guatemala,57,Mixco,2010
Activo,MASCULINO,25,1,Guatemala,1,Ciudad de Guatemala,2010
Activo,MASCULINO,26,1,Guatemala,1,Ciudad de Guatemala,2010
Traslado,MASCULINO,31,1,Guatemala,57,Mixco,2013
Traslado,MASCULINO,26,1,Guatemala,1,Ciudad de Guatemala,2010
Activo,MASCULINO,24,1,Guatemala,51,Santa Catarina Pinula,2010
Traslado,MASCULINO,31,3,Sacatepequez,8,San Lucas Sacatepequez,2010
Activo,MASCULINO,27,21,Jalapa,1,Jalapa,2010
Activo,MASCULINO,33,1,Guatemala,1,Ciudad de Guatemala,2010
Activo,MASCULINO,28,21,Jalapa,1,Jalapa,2011
Activo,MASCULINO,30,1,Guatemala,1,Ciudad de Guatemala,2012
Traslado,MASCULINO,26,1,Guatemala,51,Santa Catarina Pinula,2010
Traslado,MASCULINO,25,1,Guatemala,57,Mixco,2010
Traslado,MASCULINO,30,1,Guatemala,63,Amatitlan,2010
Activo,MASCULINO,32,1,Guatemala,1,Ciudad de Guatemala,2010
Traslado,MASCULINO,29,4,Chimaltenango,15,Zaragoza,2010
Traslado,FEMENINO,25,1,Guatemala,57,Mixco,2010
Traslado,MASCULINO,35,1,Guatemala,1,Ciudad de Guatemala,2013
Traslado,FEMENINO,29,1,Guatemala,1,Ciudad de Guatemala,2011
Traslado,MASCULINO,25,1,Guatemala,66,San Miguel Petapa,2010
Traslado,MASCULINO,31,1,Guatemala,1,Ciudad de Guatemala,2010
Traslado,MASCULINO,27,1,Guatemala,64,Villa Nueva,2011
Activo,MASCULINO,31,1,Guatemala,57,Mixco,2015
Traslado,MASCULINO,31,1,Guatemala,64,Villa Nueva,2017
Activo,MASCULINO,32,1,Guatemala,1,Ciudad de Guatemala,2014
Activo,FEMENINO,25,1,Guatemala,1,Ciudad de Guatemala,2010
Traslado,MASCULINO,26,1,Guatemala,55,Chinautla,2010
Traslado,FEMENINO,30,1,Guatemala,64,Villa Nueva,2010
Activo,MASCULINO,26,1,Guatemala,66,San Miguel Petapa,2010
Activo,MASCULINO,25,1,Guatemala,64,Villa Nueva,2010
Traslado,MASCULINO,27,1,Guatemala,1,Ciudad de Guatemala,2010
Activo,MASCULINO,25,1,Guatemala,1,Ciudad de Guatemala,2010
Traslado,FEMENINO,34,1,Guatemala,1,Ciudad de Guatemala,2010
Traslado,MASCULINO,26,1,Guatemala,57,Mixco,2010
Activo,MASCULINO,26,1,Guatemala,55,Chinautla,2010
Activo,MASCULINO,26,1,Guatemala,64,Villa Nueva,2010
Activo,MASCULINO,25,1,Guatemala,57,Mixco,2010
Traslado,MASCULINO,26,4,Chimaltenango,1,Chimaltenango,2010
Activo,MASCULINO,27,1,Guatemala,1,Ciudad de Guatemala,2010
Activo,MASCULINO,27,3,Sacatepequez,1,Antigua Guatemala,2010
Traslado,MASCULINO,25,1,Guatemala,57,Mixco,2010
Activo,MASCULINO,35,1,Guatemala,64,Villa Nueva,2010
Activo,MASCULINO,25,1,Guatemala,57,Mixco,2010
Activo,MASCULINO,27,1,Guatemala,1,Ciudad de Guatemala,2010
Traslado,MASCULINO,23,1,Guatemala,1,Ciudad de Guatemala,2010
Activo,MASCULINO,27,1,Guatemala,57,Mixco,2010
Traslado,MASCULINO,27,1,Guatemala,1,Ciudad de Guatemala,2010
Traslado,FEMENINO,27,1,Guatemala,1,Ciudad de Guatemala,2010
Activo,MASCULINO,26,1,Guatemala,1,Ciudad de Guatemala,2010
Activo,MASCULINO,27,1,Guatemala,57,Mixco,2011
Traslado,MASCULINO,24,1,Guatemala,57,Mixco,2010
Activo,MASCULINO,33,1,Guatemala,1,Ciudad de Guatemala,2010
Traslado,FEMENINO,25,1,Guatemala,57,Mixco,2010
Activo,MASCULINO,27,1,Guatemala,1,Ciudad de Guatemala,2010
Traslado,MASCULINO,29,12,San Marcos,2,San Pedro Sacatepequez,2012
Traslado,MASCULINO,25,1,Guatemala,57,Mixco,2010
Activo,MASCULINO,24,1,Guatemala,1,Ciudad de Guatemala,2010
Activo,MASCULINO,25,1,Guatemala,57,Mixco,2010
Activo,MASCULINO,25,1,Guatemala,1,Ciudad de Guatemala,2011
Traslado,MASCULINO,33,1,Guatemala,57,Mixco,2010
Activo,MASCULINO,24,1,Guatemala,1,Ciudad de Guatemala,2010
Traslado,MASCULINO,24,1,Guatemala,57,Mixco,2010
Traslado,MASCULINO,26,1,Guatemala,57,Mixco,2010
Traslado,MASCULINO,25,1,Guatemala,64,Villa Nueva,2010
Activo,MASCULINO,24,1,Guatemala,1,Ciudad de Guatemala,2011
Traslado,MASCULINO,25,16,Alta Verapaz,1,Coban,2010
Traslado,MASCULINO,26,1,Guatemala,1,Ciudad de Guatemala,2010
Activo,MASCULINO,29,3,Sacatepequez,9,Santa Lucía Milpas Altas,2014
Activo,MASCULINO,25,3,Sacatepequez,8,San Lucas Sacatepequez,2010
Traslado,MASCULINO,25,1,Guatemala,1,Ciudad de Guatemala,2010
Activo,MASCULINO,26,1,Guatemala,64,Villa Nueva,2010
Traslado,MASCULINO,31,1,Guatemala,1,Ciudad de Guatemala,2010
Activo,MASCULINO,25,1,Guatemala,52,San Jose Pinula,2010
Traslado,MASCULINO,24,1,Guatemala,1,Ciudad de Guatemala,2010
Traslado,FEMENINO,25,1,Guatemala,64,Villa Nueva,2010
Traslado,MASCULINO,29,1,Guatemala,57,Mixco,2010
Activo,MASCULINO,30,4,Chimaltenango,1,Chimaltenango,2010
Traslado,MASCULINO,29,1,Guatemala,62,Fraijanes,2010
Traslado,MASCULINO,23,1,Guatemala,57,Mixco,2010
Traslado,MASCULINO,26,1,Guatemala,64,Villa Nueva,2010
Activo,FEMENINO,31,1,Guatemala,1,Ciudad de Guatemala,2016
Traslado,MASCULINO,25,1,Guatemala,57,Mixco,2010
Traslado,MASCULINO,25,1,Guatemala,59,San Juan Sacatepequez,2010
Traslado,MASCULINO,24,1,Guatemala,57,Mixco,2010
Activo,MASCULINO,24,1,Guatemala,1,Ciudad de Guatemala,2010
Activo,MASCULINO,25,1,Guatemala,1,Ciudad de Guatemala,2010
Traslado,MASCULINO,24,1,Guatemala,1,Ciudad de Guatemala,2010
Traslado,MASCULINO,24,1,Guatemala,64,Villa Nueva,2010
Activo,MASCULINO,24,1,Guatemala,57,Mixco,2010
Activo,MASCULINO,25,1,Guatemala,64,Villa Nueva,2010
Traslado,MASCULINO,33,1,Guatemala,1,Ciudad de Guatemala,2010
Traslado,MASCULINO,24,1,Guatemala,1,Ciudad de Guatemala,2010
Activo,MASCULINO,24,1,Guatemala,1,Ciudad de Guatemala,2010
Activo,MASCULINO,24,1,Guatemala,57,Mixco,2010
Traslado,MASCULINO,34,1,Guatemala,57,Mixco,2019
Activo,MASCULINO,24,1,Guatemala,66,San Miguel Petapa,2010
Traslado,FEMENINO,34,1,Guatemala,1,Ciudad de Guatemala,2010
Traslado,MASCULINO,24,5,Escuintla,11,Palin,2010
Activo,MASCULINO,24,1,Guatemala,1,Ciudad de Guatemala,2010
Traslado,MASCULINO,25,1,Guatemala,1,Ciudad de Guatemala,2010
Traslado,MASCULINO,33,12,San Marcos,2,San Pedro Sacatepequez,2018
Traslado,MASCULINO,26,1,Guatemala,66,San Miguel Petapa,2010
Traslado,MASCULINO,26,1,Guatemala,66,San Miguel Petapa,2010
Traslado,MASCULINO,25,1,Guatemala,57,Mixco,2010
Traslado,MASCULINO,30,5,Escuintla,1,Escuintla,2010
Activo,MASCULINO,29,1,Guatemala,1,Ciudad de Guatemala,2010
Traslado,MASCULINO,24,1,Guatemala,59,San Juan Sacatepequez,2010
Traslado,MASCULINO,25,1,Guatemala,1,Ciudad de Guatemala,2010
Traslado,MASCULINO,24,1,Guatemala,1,Ciudad de Guatemala,2010
Activo,MASCULINO,24,1,Guatemala,1,Ciudad de Guatemala,2010
Traslado,MASCULINO,28,1,Guatemala,1,Ciudad de Guatemala,2010
Activo,MASCULINO,24,1,Guatemala,1,Ciudad de Guatemala,2010
Traslado,FEMENINO,24,1,Guatemala,66,San Miguel Petapa,2010
Traslado,MASCULINO,25,1,Guatemala,64,Villa Nueva,2010
Traslado,MASCULINO,24,1,Guatemala,64,Villa Nueva,2010
Activo,MASCULINO,26,1,Guatemala,1,Ciudad de Guatemala,2010
Activo,MASCULINO,25,1,Guatemala,1,Ciudad de Guatemala,2010
Activo,MASCULINO,25,1,Guatemala,1,Ciudad de Guatemala,2010
Activo,MASCULINO,34,1,Guatemala,1,Ciudad de Guatemala,2011
Activo,MASCULINO,26,1,Guatemala,1,Ciudad de Guatemala,2010
Traslado,MASCULINO,30,1,Guatemala,1,Ciudad de Guatemala,2015
Activo,MASCULINO,28,1,Guatemala,65,Villa Canales,2010
Traslado,MASCULINO,31,1,Guatemala,1,Ciudad de Guatemala,2010
Traslado,MASCULINO,35,1,Guatemala,59,San Juan Sacatepequez,2014
Activo,MASCULINO,25,1,Guatemala,56,San Pedro Ayampuc,2010
Traslado,MASCULINO,34,1,Guatemala,1,Ciudad de Guatemala,2010
Activo,MASCULINO,26,1,Guatemala,64,Villa Nueva,2010
Activo,MASCULINO,26,1,Guatemala,1,Ciudad de Guatemala,2012
Activo,MASCULINO,30,1,Guatemala,64,Villa Nueva,2010
Traslado,MASCULINO,23,1,Guatemala,57,Mixco,2010
Traslado,MASCULINO,28,1,Guatemala,55,Chinautla,2010
Activo,MASCULINO,27,1,Guatemala,1,Ciudad de Guatemala,2011
Activo,MASCULINO,24,1,Guatemala,58,San Pedro Sacatepequez,2010
Traslado,MASCULINO,26,1,Guatemala,64,Villa Nueva,2010
Activo,MASCULINO,26,1,Guatemala,57,Mixco,2010
Traslado,MASCULINO,26,1,Guatemala,57,Mixco,2011
Traslado,FEMENINO,24,1,Guatemala,1,Ciudad de Guatemala,2010
